"site_id","year","gdd_wtr_5c","annual_har_w","wbic","cpe","tri_harvest","stocking_weight","survey_time_cpue","survey_time_har","state","species"
"nhdhr_120019513",1980,2434.125431,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1981,2454.802278,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1982,2403.062685,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1983,2537.70867,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1984,2398.557293,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1985,2298.45527,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1986,2470.0119,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1987,2660.930585,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1988,2584.173958,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1989,2392.225347,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1990,2435.166368,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1991,2551.175311,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1992,2199.238768,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1993,2141.467311,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1994,2481.107873,1789.89676821983,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1995,2468.799686,3426.07133757962,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1996,2332.045861,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1997,2303.47656,-999,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",1998,2765.047874,-999,11014700,0.11,0,0,2,7,"MN","BC"
"nhdhr_120019513",1999,2459.470867,1609.26170212766,11014700,0.09,0,0,2,7,"MN","BC"
"nhdhr_120019513",2000,2479.128673,1993.30247767857,11014700,-999,0,0,2,7,"MN","BC"
"nhdhr_120019513",2001,2588.926956,2829.71004355838,11014700,-999,0,0,2,7,"MN","BC"
