"site_id","year","gdd_wtr_5c","annual_har_w","wbic","cpe","tri_harvest","stocking_weight","survey_time_cpue","survey_time_har","state","species"
"nhdhr_69887058",1990,2400.0117,196.613333333333,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",1991,2546.410572,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",1992,2197.044475,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",1993,2137.742903,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",1994,2460.484579,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",1995,2400.703261,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",1996,2221.198709,128.236666666667,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",1997,2338.694282,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",1998,2765.873539,275.696666666667,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",1999,2478.680158,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2000,2434.532586,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2001,2515.958005,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2002,2424.392314,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2003,2506.907757,687.800664451827,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2004,2313.695856,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2005,2694.356269,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2006,2588.012432,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2007,2681.338618,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2008,2357.287526,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2009,2223.350904,-999,2283300,278.38,0,0,2,5,"WI","YP"
"nhdhr_69887058",2010,2687.37782,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2011,2463.295001,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2012,2562.23197,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2013,2442.691488,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2014,2345.16496,-999,2283300,159.62,0,0,2,5,"WI","YP"
"nhdhr_69887058",2015,2574.902472,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2016,2734.047027,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2017,2548.826235,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2018,2656.125721,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2019,2433.372803,804.329036544851,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_69887058",2020,2419.168432,-999,2283300,-999,0,0,2,5,"WI","YP"
"nhdhr_73028889",1990,2433.686664,0.73,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",1991,2538.187014,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",1992,2212.195705,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",1993,2175.788144,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",1994,2484.918635,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",1995,2406.678877,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",1996,2233.211783,4.13666666666667,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",1997,2303.433296,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",1998,2774.09642,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",1999,2492.608182,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2000,2439.372413,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2001,2575.64602,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2002,2455.307689,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2003,2553.239631,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2004,2308.595733,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2005,2691.744041,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2006,2597.765249,15.5733333333333,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2007,2699.335735,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2008,2370.219624,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2009,2271.878654,22.3866666666667,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2010,2669.459209,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2011,2507.132306,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2012,2633.962493,9.24666666666667,2897100,3.33,0,0,2,6,"WI","YP"
"nhdhr_73028889",2013,2465.738091,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2014,2380.04309,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2015,2641.715755,0.727574750830565,2897100,26.25,0,0,2,6,"WI","YP"
"nhdhr_73028889",2016,2758.425395,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2017,2532.357087,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2018,2700.813084,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2019,2449.471812,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_73028889",2020,2465.580524,-999,2897100,-999,0,0,2,6,"WI","YP"
"nhdhr_74924857",1990,2394.493012,220.46,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1990,2394.493012,220.46,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1991,2511.269928,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1991,2511.269928,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1992,2167.389078,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1992,2167.389078,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1993,2138.749309,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1993,2138.749309,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1994,2439.225983,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1994,2439.225983,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1995,2387.928682,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1995,2387.928682,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1996,2224.512311,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1996,2224.512311,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1997,2301.15046,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1997,2301.15046,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1998,2738.257572,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1998,2738.257572,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1999,2461.91341,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",1999,2461.91341,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2000,2400.461788,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2000,2400.461788,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2001,2500.444349,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2001,2500.444349,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2002,2403.441842,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2002,2403.441842,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2003,2486.533437,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2003,2486.533437,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2004,2283.016042,89.3033333333335,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2004,2283.016042,89.3033333333335,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2005,2650.148199,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2005,2650.148199,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2006,2562.314934,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2006,2562.314934,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2007,2655.811148,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2007,2655.811148,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2008,2341.778148,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2008,2341.778148,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2009,2192.285043,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2009,2192.285043,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2010,2645.627464,-999,2418600,21,0,0,2,2,"WI","YP"
"nhdhr_74924857",2010,2645.627464,-999,2417000,28,0,0,2,2,"WI","YP"
"nhdhr_74924857",2011,2454.105828,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2011,2454.105828,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2012,2556.288691,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2012,2556.288691,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2013,2424.231952,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2013,2424.231952,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2014,2346.134224,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2014,2346.134224,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2015,2576.863826,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2015,2576.863826,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2016,2713.960037,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2016,2713.960037,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2017,2521.936727,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2017,2521.936727,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2018,2639.222394,-999,2418600,12,0,0,2,2,"WI","YP"
"nhdhr_74924857",2018,2639.222394,-999,2417000,21,0,0,2,2,"WI","YP"
"nhdhr_74924857",2019,2430.99469,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2019,2430.99469,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2020,2438.943182,-999,2418600,-999,0,0,2,2,"WI","YP"
"nhdhr_74924857",2020,2438.943182,-999,2417000,-999,0,0,2,2,"WI","YP"
"nhdhr_74926427",1990,2522.469842,4567.61,2399700,-999,0,0,8,4,"WI","YP"
"nhdhr_74926427",1991,2678.05634,8691.36544850498,2399700,-999,0,0,8,4,"WI","YP"
"nhdhr_74926427",1992,2292.607444,-999,2399700,-999,0.1340595,0,8,4,"WI","YP"
