P_terminal,P_no_fishing,P_no_fishing_adjusted,P_no_env,P_one_env
0.061415881,0.198530154,0.180074379,0.120468824,0.131535417
0.021009524,0.132741923,0.125052786,0.063320622,0.063841973
0.156822367,0.472066779,0.46399242,0.260551102,0.243728034
0.773812721,0.981461021,2.083706117,0.456991525,0.330359351
0.119299474,0.137116826,0.118188253,0.183000213,8.01884487
0.493772527,0.615639369,2.101804539,0.241995098,0.186071465
0.287775614,0.368535367,0.369764674,0.286603143,0.426555695
0.57741575,0.694256691,0.680531108,0.597468471,0.711281963
0.268049074,0.508386619,0.593026845,0.234673893,0.226011124
0.227613788,0.39383557,0.422005044,0.260688293,0.534701249
0.179781131,0.644027592,0.135424227,0.211711552,0.211899128
0.237679103,0.499294796,0.463329914,0.344237119,0.50775788
0.255397579,0.377815567,0.397082643,0.240367059,0.231890359
0.323763356,0.486483328,1.532178204,0.188799536,0.919888718
0.51740615,0.669802345,0.808405409,0.433460334,0.334752367
0.212197558,0.299888318,0.327261152,0.208052308,0.208004503
0.778026937,0.858035661,0.861943045,0.807383361,0.788398239
0.400215064,0.447450753,0.436931132,0.415330576,0.917613936
0.532139923,0.662195736,0.669718417,0.524971193,0.523637063
0.364702657,0.490523555,0.47991651,0.428592692,0.463126495
0.310628681,0.605147793,0.629080401,0.285310865,0.285317641
0.251578982,0.535712627,0.51945386,0.281147372,1.697386394
0.426298914,0.50793565,0.505327212,0.438306848,0.749100276
0.295376491,0.540270184,0.641608578,0.24611126,0.093664579
0.305060483,0.362941285,0.348066592,0.330149073,0.950838018
0.6825288,0.835537292,0.998696494,0.589960084,0.491234789
