P_terminal,P_no_fishing,P_no_fishing_adjusted,P_no_env,P_one_env
0.207728165,0.369697475,0.392760893,0.154699131,-0.067909256
0.227940064,0.44964181,0.462264669,0.211392825,0.279098471
