P_terminal,P_no_fishing,P_no_fishing_adjusted,P_no_env,P_one_env
0.377321704,0.515325609,0.544473523,0.363791035,0.379801225
0.120640179,0.203536825,0.208091614,0.119408785,0.119497135
0.03809151,0.044921707,0.040706138,0.046784996,0.049705165
0.293921717,0.378115669,0.403591938,0.272942659,0.287092384
0.380750922,0.594649176,0.589937881,0.380640293,0.380620735
0.028915118,0.060039092,0.055935549,0.03516392,0.028791157
0.023368934,0.033529642,0.040240668,0.01894534,0.024898606
0.206302562,0.474887862,0.496060865,0.192344531,0.191706668
0.026898187,0.065936015,0.063931178,0.029593161,0.024535986
0.014178704,0.100370694,0.100484286,0.014419417,0.014191453
0.158931876,0.265330269,0.310437255,0.128734591,0.09633801
0.640287151,0.798528255,0.772508348,0.679081686,0.594822281
0.022116179,0.087878499,0.102732482,0.014519918,0.020399575
0.423862763,0.630812159,0.614239488,0.446695924,0.425721297
0.084129847,0.125997772,0.175682168,0.061055592,0.206290075
0.03454716,0.052410071,0.047286435,0.053615881,0.149440187
0.072645983,0.145742133,0.124952166,0.133399429,0.309012255
0.053580655,0.061800408,0.059645139,0.056611828,0.049519986
0.032420039,0.052789265,0.052950988,0.032848021,0.032787899
0.002539455,0.016315691,0.01552287,0.004072943,0.003295076
0.239495372,0.395076306,0.443841614,0.220440778,0.220037247
0.121215021,0.252699853,0.298031023,0.114135254,0.113619906
0.304395698,0.379505922,0.373776174,0.319826074,0.411151311
0.38491291,0.545794444,0.58594183,0.379638903,0.466057629
0.247525237,0.286046188,0.738560468,0.179632919,0.17763955
0.508527118,0.666795358,1.161274296,0.402866699,0.3995818
0.557582821,0.632911914,0.65356517,0.544407323,0.544118814
0.360129621,1.614576017,1.598383816,0.392674986,0.384139696
0.016941006,0.043576593,0.046184436,0.014816492,0.017416946
0.010499688,0.274374802,0.285960829,0.006515024,0.010529303
0.892408701,6.00326764,6.458818552,0.60576793,2.047342419
0.664277308,0.705248937,0.669882964,0.753585135,0.805231838
0.118310832,1.008441927,1.018939517,0.107123465,0.130876084
0.138235091,0.253411707,0.283517071,0.128228307,0.127790224
0.027714298,0.086124959,0.106839566,0.021565923,0.025582074
0.054742292,0.069814498,0.466871962,0.016102862,0.017040522
0.295383547,0.409381434,0.441051687,0.26907429,0.247132136
0.082663997,0.125191509,0.162682704,0.061699396,0.071263349
0.302404491,0.411200208,0.386175144,0.333501023,0.296076675
0.384047432,0.848491338,0.858256796,0.381300676,0.39174388
