P_terminal,P_no_fishing,P_no_fishing_adjusted,P_no_env,P_one_env
0.059730771,0.154924042,0.158484732,0.06920675,0.074779655
0.295418557,0.453511385,0.481283886,0.289267512,0.289483026
0.262946719,0.466059925,0.477540381,0.273389197,0.265572755
0.33247648,0.458346243,0.565580911,0.275767502,0.293101445
0.193752428,0.328825978,0.326249077,0.232975445,0.235283109
0.112491601,0.383844307,0.357187352,0.098934878,0.098916388
0.06944555,0.138370795,0.122709605,0.100501406,0.127183952
0.189570541,0.290047956,0.293392078,0.194836438,0.195263722
0.047864041,0.074226636,0.070656923,0.053866732,0.048617145
0.722829017,0.862029407,0.851781794,0.734176678,1.760822369
0.493059217,0.808090631,0.772574855,0.553155158,0.518801398
0.089705565,0.129209021,0.125041341,0.096391177,0.090380871
0.247172524,0.416874443,0.455604536,0.225116556,0.217466587
0.256892092,0.39520991,0.54660285,0.180561188,0.095725501
0.321129283,0.509888884,0.541735339,0.30001169,0.275428027
0.158093432,0.292366806,0.358919486,0.135968544,0.13441277
0.033693568,0.048991084,0.052152764,0.047441156,1.05770456
0.379299616,0.503175122,1.09436997,0.312671811,0.39973833
0.381759737,0.587166854,0.586529517,0.382424032,0.383668988
0.300249794,0.539844441,0.539127805,0.301096297,0.301138941
0.249903755,0.430065086,0.430904667,0.276312844,0.267677285
0.04916141,0.088770314,0.1419102,0.034182659,0.032614595
0.08638087,0.107508412,0.147253737,0.067735741,0.589802628
0.306123761,0.443719734,0.49440438,0.267206172,0.971453703
0.329015761,0.531724643,0.600176033,0.294960387,0.282631963
0.072273966,0.190560646,0.187705018,0.093063285,0.078292394
0.170263812,0.318997712,0.291987019,0.243936389,0.228772289
0.176195273,0.279231656,0.28257586,0.173102716,0.15812973
0.536243159,0.625475932,0.74961667,0.467310724,0.466651423
0.525404674,0.651132351,0.932611435,0.418434787,0.393889189
0.634703442,0.989599978,1.194278907,0.492826478,0.321555757
0.192391486,0.332981005,0.310515857,0.226360226,0.164267769
0.270411887,0.474650965,0.47732287,0.271994322,0.699212704
0.158208308,0.276857841,0.267713236,0.181857545,0.824129099
0.481854363,0.558985708,0.554503832,0.48934045,0.499788707
0.247905941,0.348928923,0.390053243,0.232559914,0.295488965
0.172688092,0.27128388,0.264023114,0.181441103,0.227117234
0.440528689,0.589262215,3.060040512,0.310966245,0.381910301
0.204667015,0.377103117,0.476392167,0.216346622,0.389166847
1.048469345,1.17706411,7.814084497,0.316400951,0.266148812
0.305263914,0.366374272,0.398908945,0.322782291,0.31150756
0.387665245,0.521944728,0.676980258,0.319522913,0.32263508
0.093600889,0.185257775,0.184890837,0.111076294,0.096377819
0.25368723,0.32488739,0.307937366,0.27646311,0.777874099
0.203430062,0.2556247,0.244187089,0.247852507,0.246318807
0.478999016,0.610031497,0.627248073,0.464884096,0.449891406
0.580430604,0.651899627,0.830152114,0.557884174,0.595871451
0.589485014,0.749488196,1.518418505,0.382347867,0.381764642
0.416626462,0.519162824,0.52041999,0.417453254,0.457548464
0.282111821,0.561979398,0.685781206,0.219466038,0.264007545
0.067987452,0.328245953,0.346009995,0.076658207,1.186858165
0.408259098,0.586833251,0.768729077,0.336436131,0.296864602
0.265905899,0.365366927,0.356089921,0.279069092,1.221888302
0.298554612,0.487803619,0.552339915,0.265625152,0.245902011
0.392966136,0.583176452,0.622230697,0.386201162,0.438579912
0.564779778,0.749075847,1.029889444,0.438182626,0.428967225
0.60198181,0.855033665,0.801001094,0.681661068,0.686185811
0.468748414,0.632931151,0.782788431,0.426952892,0.437758107
0.5331375,0.630121464,1.210296326,0.417215142,0.394584399
0.324416052,0.562123124,0.563212956,0.332341852,0.413941213
0.327410937,0.520131602,0.540205007,0.321529985,0.321548439
0.33588866,0.519908067,0.514453584,0.350103479,0.33137804
0.411286527,0.557821765,0.564904538,0.405328483,0.404278446
0.516483475,0.605618705,1.12501768,0.410806062,0.398882172
0.504852393,0.655455525,0.684243019,0.505356787,0.508527176
0.214527992,0.38000846,0.406561774,0.206838184,0.206838597
0.394262184,0.499996772,0.502578258,0.395992028,0.560324725
0.427584857,0.525005549,0.543295732,0.41262967,0.377891916
0.444945459,0.568567792,0.699944478,0.37257259,0.357135279
0.405259133,0.56499511,0.563010795,0.408774752,0.449279792
0.926056239,1.005620435,1.019823761,0.875320011,0.899539232
0.371490741,0.493868137,0.48019715,0.43751668,1.540017546
